Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729781936119,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,67,66,66,66,64,65,64,50,0,50,0,0,0,0,0,0,0,50,0,50,0,0,0,50.10929870605469,68719476736,1073741824,28910243840,49020928
207,1729781936119,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,67,66,66,66,64,65,64,100,0,0,0,0,0,50,0,50,0,0,0,0,50,33.333335876464844,0,50.10929870605469,68719476736,1073741824,28913774592,49020928
13,1729781936328,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,75,69,69,71,69,72,70,68,52.38095474243164,9.523809432983398,26.3157901763916,4.761904716491699,27.272727966308594,5,25,9.523809432983398,35,4.761904716491699,28.571430206298828,4.761904716491699,25,4.761904716491699,31.57894515991211,9.090909004211426,50.10929870605469,68719476736,1073741824,28913774592,49020928
