Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729776881728,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,58,58,58,57,58,56,58,57,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5417594909668,68719476736,1073741824,26965372928,49020928
204,1729776881728,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,58,58,58,57,58,56,58,57,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,36.5417594909668,68719476736,1073741824,26968543232,49020928
199,1729776881933,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,67,65,63,85,64,64,69,33.333335876464844,0,25,0,0,0,9.523809432983398,0,21.052631378173828,0,25,0,20,0,90,0,36.5417594909668,68719476736,1073741824,26994712576,49020928
202,1729776882133,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,67,65,63,85,64,64,69,31.57894515991211,0,15.000000953674316,0,15.000000953674316,0,0,0,25,0,28.571430206298828,0,60.000003814697266,0,45,0,36.747432708740234,68719476736,1073741824,27033460736,49020928
204,1729776882335,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,67,65,63,85,64,64,69,9.523809432983398,0,0,0,4.761904716491699,0,0,0,9.090909004211426,0,47.619049072265625,0,55,0,0,0,36.747432708740234,68719476736,1073741824,27067437056,49020928
202,1729776882540,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,67,65,63,85,64,64,69,25,0,4.761904716491699,0,47.619049072265625,0,0,0,0,0,35,0,0,0,0,0,36.747432708740234,68719476736,1073741824,27097026560,49020928
202,1729776882743,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,67,65,63,85,64,64,69,5,0,0,0,30.000001907348633,0,0,0,0,0,71.42857360839844,0,4.761904716491699,0,0,0,36.747432708740234,68719476736,1073741824,27122630656,49020928
202,1729776882947,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,65,63,67,64,85,65,66,65,10,0,0,0,0,0,0,0,4.761904716491699,0,5,0,0,0,90.47618865966797,0,36.747432708740234,68719476736,1073741824,27132416000,49020928
203,1729776883150,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,65,63,67,64,85,65,66,65,19.047618865966797,0,0,5,0,0,33.333335876464844,0,5.263157844543457,0,40,0,0,0,26.3157901763916,0,46.31117630004883,68719476736,1073741824,27142799360,49020928
202,1729776883353,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,65,63,67,64,85,65,66,65,85,0,0,0,0,0,0,0,19.047618865966797,0,5,0,0,0,4.545454502105713,0,46.31117630004883,68719476736,1073741824,27154046976,49020928
204,1729776883556,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,65,63,67,64,85,65,66,65,9.523809432983398,0,100,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,46.31117630004883,68719476736,1073741824,27167277056,49020928
199,1729776883761,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,65,63,67,64,85,65,66,65,14.285715103149414,0,57.142860412597656,0,0,0,60.000003814697266,0,5,0,4.761904716491699,0,4.545454502105713,0,0,0,46.31117630004883,68719476736,1073741824,27181334528,49020928
202,1729776883961,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,67,95,64,67,65,64,66,65,5.263157844543457,0,0,0,0,0,5,0,95.23809814453125,0,5,0,5,0,9.523809432983398,0,46.31117630004883,68719476736,1073741824,27211034624,49020928
201,1729776884164,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,67,95,64,67,65,64,66,65,70,0,0,0,5.263157844543457,0,0,0,26.3157901763916,0,0,0,0,0,0,0,71.04130554199219,68719476736,1073741824,27337629696,49020928
199,1729776884366,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,67,95,64,67,65,64,66,65,23.809524536132813,0,23.809524536132813,0,0,0,0,0,35,0,9.523809432983398,0,50,0,5,0,71.04130554199219,68719476736,1073741824,27538522112,49020928
200,1729776884566,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,67,95,64,67,65,64,66,65,15.000000953674316,0,0,0,75,0,0,0,9.523809432983398,0,5,0,25,0,0,0,71.04130554199219,68719476736,1073741824,27641671680,49020928
201,1729776884767,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,67,95,64,67,65,64,66,65,40,35,35,35,100,35,35,38.095237731933594,36.842105865478516,35,35,30.000001907348633,38.095237731933594,33.333335876464844,35,31.57894515991211,71.04130554199219,68719476736,1073741824,27704807424,49020928
203,1729776884969,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,78,77,80,80,80,83,81,78,68.42105102539063,70,66.66667175292969,68.42105102539063,70,66.66667175292969,68.42105102539063,68.42105102539063,66.66667175292969,65,66.66667175292969,71.42857360839844,100,68.42105102539063,66.66667175292969,68.18181610107422,71.04130554199219,68719476736,1073741824,27704741888,49020928
203,1729776885173,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,78,77,80,80,80,83,81,78,18.18181800842285,0,10,0,0,0,4.761904716491699,0,5,0,65,0,25,4.761904716491699,4.761904716491699,0,72.96365356445313,68719476736,1073741824,27704741888,49020928
199,1729776885377,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,78,77,80,80,80,83,81,78,85,85,100,85.71428680419922,80.95238494873047,85,80.95238494873047,85,85,85,84.21052551269531,80.95238494873047,85.71428680419922,80.95238494873047,84.21052551269531,85,72.96365356445313,68719476736,1073741824,27704741888,49020928
