Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729791964687,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,62,63,63,63,63,61,62,61,50,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,38.98939514160156,68719476736,1073741824,29982875648,49020928
200,1729791964688,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,62,63,63,63,63,61,62,61,100,0,0,0,0,0,0,0,100,0,0,0,50,0,0,0,38.98939514160156,68719476736,1073741824,29985779712,49020928
203,1729791964889,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,62,63,63,63,63,61,62,61,30.000001907348633,0,10,0,5,0,10,0,26.3157901763916,0,30.000001907348633,0,100,0,10.526315689086914,0,37.80036926269531,68719476736,1073741824,30079369216,49020928
200,1729791965093,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,62,63,63,63,63,61,62,61,45,0,5,0,0,0,0,0,28.571430206298828,0,42.85714340209961,0,45,0,42.85714340209961,0,37.80036926269531,68719476736,1073741824,30220648448,49020928
204,1729791965294,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,62,63,63,63,63,61,62,61,60.000003814697266,0,0,0,0,0,0,0,50,0,0,0,4.761904716491699,0,0,0,37.80036926269531,68719476736,1073741824,30220648448,49020928
200,1729791965499,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,62,63,63,63,63,61,62,61,14.285715103149414,0,0,0,0,0,0,0,100,0,9.090909004211426,0,0,0,0,0,37.80036926269531,68719476736,1073741824,30566690816,49020928
201,1729791965700,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,72,75,68,69,69,67,68,89,15.000000953674316,0,0,0,0,0,28.571430206298828,0,59.09090805053711,0,0,0,0,0,25,0,37.80036926269531,68719476736,1073741824,30733365248,49020928
201,1729791965902,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,72,75,68,69,69,67,68,89,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,43.416316986083984,68719476736,1073741824,30911897600,49020928
201,1729791966104,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,72,75,68,69,69,67,68,89,35,0,0,0,0,0,0,0,0,0,25,0,10,0,57.142860412597656,0,43.416316986083984,68719476736,1073741824,31080390656,49020928
203,1729791966306,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,72,75,68,69,69,67,68,89,25,0,4.545454502105713,0,0,0,0,0,45.45454788208008,0,5,0,40,0,0,0,43.416316986083984,68719476736,1073741824,31253479424,49020928
