Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729782804634,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,65,63,64,64,63,62,63,62,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,47.11483383178711,68719476736,1073741824,29330440192,49020928
202,1729782804635,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,65,63,64,64,63,62,63,62,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,47.11483383178711,68719476736,1073741824,29333966848,49020928
200,1729782804838,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,65,63,64,64,63,62,63,62,52.38095474243164,0,20,0,15.000000953674316,0,25,0,36.842105865478516,0,40,0,23.809524536132813,0,38.095237731933594,0,47.11483383178711,68719476736,1073741824,29349376000,49020928
204,1729782805039,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,65,63,64,64,63,62,63,62,63.15789031982422,0,35,0,23.809524536132813,0,23.809524536132813,0,50,0,40,4.761904716491699,26.3157901763916,0,33.333335876464844,0,47.11483383178711,68719476736,1073741824,29349031936,49020928
203,1729782805244,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,71,68,71,69,68,84,67,66,52.38095474243164,0,28.571430206298828,0,5.263157844543457,0,10.526315689086914,0,40.90909194946289,4.761904716491699,28.571430206298828,0,15.000000953674316,0,21.052631378173828,0,47.11483383178711,68719476736,1073741824,29349031936,49020928
203,1729782805448,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,71,68,71,69,68,84,67,66,45,0,30.000001907348633,0,19.047618865966797,0,14.285715103149414,0,47.36842346191406,0,30.000001907348633,0,28.571430206298828,0,23.809524536132813,0,46.412654876708984,68719476736,1073741824,29348982784,49020928
199,1729782805652,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,71,68,71,69,68,84,67,66,42.85714340209961,0,14.285715103149414,0,10,0,10,0,45,0,20,0,10,0,20,0,46.412654876708984,68719476736,1073741824,29349040128,49020928
199,1729782805852,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,71,68,71,69,68,84,67,66,42.105262756347656,0,15.789472579956055,0,15.000000953674316,0,5,0,20,0,28.571430206298828,0,15.000000953674316,0,35,0,46.412654876708984,68719476736,1073741824,29349027840,49020928
201,1729782806052,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,71,68,71,69,68,84,67,66,47.619049072265625,0,19.047618865966797,0,15.000000953674316,0,15.000000953674316,0,25,0,47.36842346191406,0,30.000001907348633,0,30.000001907348633,0,46.412654876708984,68719476736,1073741824,29352624128,49020928
201,1729782806254,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,77,73,70,70,69,74,70,68,60.000003814697266,0,15.789472579956055,0,19.047618865966797,0,5,0,28.571430206298828,4.761904716491699,30.000001907348633,0,15.000000953674316,0,25,0,46.412654876708984,68719476736,1073741824,29352636416,49020928
200,1729782806456,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,77,73,70,70,69,74,70,68,35,0,14.285715103149414,0,20,0,15.000000953674316,0,25,0,40,0,25,0,14.285715103149414,0,65.23566436767578,68719476736,1073741824,29352607744,49020928
200,1729782806657,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,77,73,70,70,69,74,70,68,40,0,10,0,10.526315689086914,0,10,0,33.333335876464844,0,33.333335876464844,0,10.526315689086914,0,15.789472579956055,0,65.23566436767578,68719476736,1073741824,29352394752,49020928
202,1729782806857,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,77,73,70,70,69,74,70,68,40,0,20,0,38.095237731933594,0,10,0,21.052631378173828,0,25,0,33.333335876464844,0,10,0,65.23566436767578,68719476736,1073741824,29352394752,49020928
203,1729782807060,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,77,73,70,70,69,74,70,68,35,0,30.000001907348633,0,15.000000953674316,0,14.285715103149414,0,30.000001907348633,0,30.000001907348633,0,33.333335876464844,0,33.333335876464844,0,65.23566436767578,68719476736,1073741824,29351993344,49020928
203,1729782807264,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,73,75,71,71,69,73,74,68,40,0,15.789472579956055,0,21.052631378173828,0,5,0,31.57894515991211,0,28.571430206298828,0,20,0,20,0,65.23566436767578,68719476736,1073741824,29351993344,49020928
201,1729782807468,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,73,75,71,71,69,73,74,68,42.85714340209961,0,36.3636360168457,0,19.047618865966797,0,15.000000953674316,4.761904716491699,38.095237731933594,0,26.3157901763916,0,25,0,25,4.761904716491699,77.70758056640625,68719476736,1073741824,29352157184,49020928
200,1729782807670,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,73,75,71,71,69,73,74,68,36.842105865478516,0,15.789472579956055,0,10,0,10,0,35,0,40,0,25,0,21.052631378173828,0,77.70758056640625,68719476736,1073741824,29368684544,49020928
199,1729782807871,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,73,75,71,71,69,73,74,68,45,0,28.571430206298828,0,14.285715103149414,0,15.000000953674316,0,33.333335876464844,0,28.571430206298828,0,35,0,42.85714340209961,0,77.70758056640625,68719476736,1073741824,29368745984,49020928
202,1729782808071,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,73,75,71,71,69,73,74,68,50,5,25,0,15.789472579956055,0,9.523809432983398,0,35,0,31.57894515991211,0,30.000001907348633,0,25,0,77.70758056640625,68719476736,1073741824,29357101056,49020928
