Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729789276850,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,63,62,64,62,62,61,61,61,66.66667175292969,0,0,0,0,0,0,0,0,0,33.333335876464844,0,0,0,0,0,37.05908966064453,68719476736,1073741824,29076459520,49020928
199,1729789276851,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,63,62,64,62,62,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,37.05908966064453,68719476736,1073741824,29079207936,49020928
201,1729789277051,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,63,62,64,62,62,61,61,61,26.3157901763916,0,20,0,5,0,19.047618865966797,0,30.000001907348633,0,73.68421173095703,0,21.052631378173828,0,20,0,37.05908966064453,68719476736,1073741824,29104877568,49020928
203,1729789277253,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,63,62,64,62,62,61,61,61,27.272727966308594,0,36.842105865478516,0,20,0,5,0,33.333335876464844,4.761904716491699,71.42857360839844,0,9.523809432983398,0,10,0,37.05908966064453,68719476736,1073741824,29142704128,49020928
203,1729789277458,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,64,66,65,81,65,65,65,26.3157901763916,0,4.761904716491699,0,4.761904716491699,0,0,0,0,0,5,0,4.761904716491699,0,76.19047546386719,0,37.05908966064453,68719476736,1073741824,29163216896,49020928
203,1729789277662,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,64,66,65,81,65,65,65,28.571430206298828,0,0,0,0,0,0,0,50,0,0,0,0,0,38.095237731933594,0,39.367881774902344,68719476736,1073741824,29185544192,49020928
199,1729789277866,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,64,66,65,81,65,65,65,50,0,10.526315689086914,0,0,0,0,0,15.789472579956055,0,19.047618865966797,0,15.000000953674316,0,15.000000953674316,0,39.367881774902344,68719476736,1073741824,29202952192,49020928
201,1729789278066,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,64,66,65,81,65,65,65,40,0,14.285715103149414,0,5,0,0,0,20,0,10,0,26.3157901763916,0,35,0,39.367881774902344,68719476736,1073741824,29202952192,49020928
203,1729789278268,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,64,66,65,81,65,65,65,20,0,0,0,20,0,0,0,14.285715103149414,0,10.526315689086914,0,57.142860412597656,0,0,0,39.367881774902344,68719476736,1073741824,29202952192,49020928
201,1729789278472,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,67,65,66,67,69,65,100,68,14.285715103149414,0,9.523809432983398,0,66.66667175292969,0,23.809524536132813,0,5.263157844543457,0,9.090909004211426,0,4.761904716491699,0,0,0,39.367881774902344,68719476736,1073741824,29202952192,49020928
