Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729782320594,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,67,69,67,67,65,65,65,66.66667175292969,0,0,0,0,0,33.333335876464844,0,50,0,0,0,0,0,0,0,54.07795715332031,68719476736,1073741824,28895780864,49020928
202,1729782320595,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,67,69,67,67,65,65,65,NaN,0,50,0,100,0,0,0,0,0,0,0,50,0,0,0,54.07795715332031,68719476736,1073741824,28899291136,49020928
204,1729782320798,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,67,69,67,67,65,65,65,57.142860412597656,0,28.571430206298828,0,23.809524536132813,0,20,0,40,0,35,0,45,0,28.571430206298828,0,54.07795715332031,68719476736,1073741824,28920549376,49020928
12,1729782321003,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,67,69,67,67,65,65,65,55,5,40,4.761904716491699,33.333335876464844,9.090909004211426,38.095237731933594,0,50,4.761904716491699,38.095237731933594,4.761904716491699,45,9.523809432983398,40,0,54.07795715332031,68719476736,1073741824,28920549376,49020928
