Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729782239904,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,67,66,67,68,67,68,68,65,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.189762115478516,68719476736,1073741824,28906676224,49020928
209,1729782239904,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,67,66,67,68,67,68,68,65,50,0,100,0,0,0,0,0,50,0,0,0,0,0,0,0,49.189762115478516,68719476736,1073741824,28910088192,49020928
208,1729782240114,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,67,66,67,68,67,68,68,65,42.85714340209961,0,27.272727966308594,0,15.000000953674316,0,28.571430206298828,0,40,0,40.90909194946289,0,54.54545593261719,0,43.4782600402832,0,49.189762115478516,68719476736,1073741824,28938027008,49020928
12,1729782240323,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,85,70,76,76,73,72,71,72,57.142860412597656,4.761904716491699,47.619049072265625,4.761904716491699,23.809524536132813,4.761904716491699,42.85714340209961,0,40,4.761904716491699,40,0,40,4.761904716491699,35,0,49.189762115478516,68719476736,1073741824,28895961088,49020928
