Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1727179578769,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,79,76,77,84,77,87,79,77,NaN,0,0,0,NaN,0,0,0,50,0,0,0,0,0,50,0,65.00279998779297,68719476736,2147483648,27800473600,650379264
201,1727179578769,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,79,76,77,84,77,87,79,77,50,0,0,0,100,0,0,0,50,0,50,0,100,0,50,0,65.00279998779297,68719476736,2147483648,27800473600,650379264
203,1727179578971,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,79,76,77,84,77,87,79,77,78.94737243652344,35,71.42857360839844,25,80.95238494873047,10,80,15.000000953674316,73.68421173095703,33.333335876464844,85.71428680419922,26.3157901763916,80,25,90,19.047618865966797,65.00279998779297,68719476736,2147483648,27800473600,650379264
199,1727179579175,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,79,76,77,84,77,87,79,77,47.619049072265625,0,10,0,90.47618865966797,0,95.23809814453125,0,42.85714340209961,0,25,0,30.000001907348633,0,35,0,60.880680084228516,68719476736,2147483648,27800473600,650379264
202,1727179579375,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,79,76,77,84,77,87,79,77,50,0,47.36842346191406,0,78.94737243652344,4.761904716491699,35,0,26.3157901763916,0,40,0,42.85714340209961,0,42.85714340209961,0,60.880680084228516,68719476736,2147483648,27800473600,650379264
12,1727179579579,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,79,76,77,84,77,87,79,77,60.000003814697266,15.000000953674316,80,10,42.85714340209961,5,65,5,52.38095474243164,5,42.105262756347656,5.263157844543457,35,14.285715103149414,55,4.761904716491699,60.880680084228516,68719476736,2147483648,27803656192,650379264
