__run_id,__done,input_size,sampling_rate,cache_strategy,input_description,execution_time,execution_time_1,execution_time_2,average_cpu_usage,memory_usage,energy_consumption,dram_energy,package_energy,pp0_energy,pp1_energy
run_0_repetition_0,DONE,"(1, 2, 3, 4, 5)",200,generate_permutations,5 nums,9.418500121682882e-05,4.417099989950657e-05,2.1216052118688822e-05,6.20107326,28460.984375,15.170712272644042,0.0,0.0,0.0,0.0
run_1_repetition_0,DONE,"(1, 2, 3, 4, 5)",200,generate_permutations_cache,5 nums,2.1060986910015345e-05,1.1862022802233696e-05,4.989560693502426e-07,5.734127,28469.07421875,7.3384913520812995,0.0,0.0,0.0,0.0
run_2_repetition_0,DONE,"(1, 2, 3, 4, 5)",200,generate_permutations_lru_cache,5 nums,3.580597694963217e-05,2.5454966817051172e-05,5.390029400587082e-07,6.35416685,28463.84114583,7.468333511352538,0.0,0.0,0.0,0.0
run_3_repetition_0,DONE,"(1, 2, 3, 4, 5, 6, 7, 8)",200,generate_permutations,8 nums,0.013394784997217357,0.004881609987933189,0.008501817006617785,5.66677117,28465.41796875,7.314268634796143,0.0,0.0,0.0,0.0
run_4_repetition_0,DONE,"(1, 2, 3, 4, 5, 6, 7, 8)",200,generate_permutations_cache,8 nums,0.005283768987283111,0.005267262982670218,1.4810357242822647e-06,7.91327302,28470.4296875,7.386396526336671,0.0,0.0,0.0,0.0
run_5_repetition_0,DONE,"(1, 2, 3, 4, 5, 6, 7, 8)",200,generate_permutations_lru_cache,8 nums,0.004329194955062121,0.004318798950407654,7.139751687645912e-07,6.60714291,28473.14453125,7.930579879760742,0.0,0.0,0.0,0.0
run_6_repetition_0,DONE,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",200,generate_permutations,11 nums,12.891759129008278,6.4967535469913855,6.3949809040059336,7.78724044,30238.17857976,857.6652658271786,0.0,0.0,0.0,0.0
run_7_repetition_0,DONE,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",200,generate_permutations_cache,11 nums,4.943634860974271,4.9436126360087655,1.6559497453272343e-06,7.95917355,30654.27157738,503.6194959373473,0.0,0.0,0.0,0.0
run_8_repetition_0,DONE,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",200,generate_permutations_lru_cache,11 nums,4.881336152029689,4.881314797035884,2.0450097508728504e-06,10.87796895,30637.01339286,519.0714403915405,0.0,0.0,0.0,0.0
