Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729777589020,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,61,61,61,62,61,60,61,60,50,0,0,0,0,0,0,0,50,0,0,0,33.333335876464844,0,0,0,37.189205169677734,68719476736,1073741824,28023726080,49020928
203,1729777589020,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,61,61,61,62,61,60,61,60,50,0,NaN,0,0,0,0,0,0,0,100,0,0,0,0,0,36.826507568359375,68719476736,1073741824,28023726080,49020928
204,1729777589224,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,61,61,61,62,61,60,61,60,30.000001907348633,0,77.2727279663086,0,0,0,0,0,42.85714340209961,0,28.571430206298828,0,20,0,15.000000953674316,0,36.826507568359375,68719476736,1073741824,28023726080,49020928
199,1729777589428,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,61,61,61,62,61,60,61,60,23.809524536132813,0,68.42105102539063,0,20,0,15.000000953674316,0,30.000001907348633,0,28.571430206298828,0,5.263157844543457,0,23.809524536132813,0,36.826507568359375,68719476736,1073741824,28023726080,49020928
204,1729777589629,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,61,61,61,62,61,60,61,60,31.57894515991211,0,42.85714340209961,0,0,0,0,0,15.789472579956055,0,0,0,9.523809432983398,0,15.789472579956055,0,36.826507568359375,68719476736,1073741824,28023726080,49020928
202,1729777589834,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,61,61,61,62,61,60,61,60,66.66667175292969,0,0,0,19.047618865966797,0,0,0,23.809524536132813,0,9.523809432983398,0,4.761904716491699,0,9.090909004211426,0,36.826507568359375,68719476736,1073741824,28152152064,49020928
203,1729777590037,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,78,66,68,66,64,65,64,20,0,0,0,0,0,0,0,85.71428680419922,0,0,0,0,0,5.263157844543457,0,42.528961181640625,68719476736,1073741824,28177903616,49020928
200,1729777590241,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,78,66,68,66,64,65,64,45,0,0,0,0,0,4.545454502105713,0,0,0,9.523809432983398,0,4.761904716491699,0,59.09090805053711,0,42.528961181640625,68719476736,1073741824,28189376512,49020928
204,1729777590442,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,78,66,68,66,64,65,64,5,0,0,0,0,0,0,0,4.761904716491699,0,75,0,4.761904716491699,0,25,0,42.528961181640625,68719476736,1073741824,28197212160,49020928
204,1729777590647,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,78,66,68,66,64,65,64,66.66667175292969,0,0,0,0,0,0,0,28.571430206298828,0,20,0,0,0,0,0,42.528961181640625,68719476736,1073741824,28209680384,49020928
200,1729777590852,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,78,66,68,66,64,65,64,42.85714340209961,0,0,0,4.761904716491699,0,0,0,55,0,15.000000953674316,0,0,0,0,0,42.528961181640625,68719476736,1073741824,28220416000,49020928
